"site_ID","LAT","LONG","ELEV","IGBP","Climate_class","MAP","NEE","NEE_day","NEE_night","MATA","SSTA","IATA","DRTA","EVI","NDVI","LAI","GPP","SOC","TAS_tot","TAS_totp","TAS","TASp","Tmin1","Tmin2","Tmin3","Tmin4","Tmin5","Tmin6","Tmin7","Tmin8","Tmin9","Tmin10","Tmin11","Tmin12","TS_TA","TSmin_c","TSmin_c_gs","NEE_night_mod_p","NEE_night_mod_f","NEE_night_mod_fa","R2"
"FR-FBn",43.24079,5.67865,433,"MF","Csa",700,-561.031217007427,-1048.75988079321,487.728663785781,14.1791805929612,6.51811264903114,0.719903847179937,6.83265180840665,0.312322154163546,0.653080885469436,1.85169037904262,1.66657177466373,62,0.0634977793448218,0.000150273752065688,0.081448775836031,3.892619101382e-09,1.25267395973206,1.61421246528625,0.935311412811279,0.115897369384766,0.960952568054199,0.809011077880859,1.78183135986328,2.20278396606445,1.91816883087158,1.08864459991455,0.714139175415039,1.51670322418213,0.69001094211084,0.857357571417611,0.894913505486485,2.59227597691116,2.67734559001614,2.83389154843951,0.118417404126503
"FR-Fon",48.476358,2.780096,104,"DBF","Cfb",720,-591.859569221679,-1088.31903971927,496.45947049759,11.781572907446,6.48965519930657,0.782169161278032,7.50092675605363,0.407642864048184,0.668099171568401,2.54211370996448,1.72008508645343,45,0.0227633530142761,0.0916781110121527,0.0686325968288607,3.25650148247791e-07,1.00358979701996,0.93010983467102,0.994871807098389,-0.0283515930175781,0.700952339172363,0.65164852142334,1.82073249816895,2.00871810913086,1.75545787811279,0.731282043457031,0.344102478027344,1.34065928459167,0.63773385092041,0.651220486852277,0.865171924831294,5.13473029842531,5.26253592225587,5.36720473249587,0.0495079392392867
"GF-Guy",5.2788,-52.9249,48,"EBF","Am",3041,-219.262193000648,-1774.38231014212,1555.12011714147,25.9023911785633,0.834548468903374,0.38394033288273,4.9391753635586,0.474317399649342,0.811933861778792,4.13282318922444,3.36994676739437,23.965991973877,0.0436552020920798,0.00223807102064316,0.0971621039635125,7.71316555913086e-08,1.05978012084961,1.25084228515625,1.11706924438477,1.36703224182129,1.16417579650879,1.2449089050293,1.10505485534668,1.28769226074219,1.31010971069336,1.29047584533691,1.28007354736328,1.18366317749023,0.311303822,0.380332279365637,0.379910581314853,9.04860819784687,9.03878231019806,9.18994120227855,0.0234638729274942
"IL-Yat",31.345045,35.051989,652,"ENF","Csa",285,-128.658815276159,-357.160321648669,228.50150637251,18.3761550155112,6.37791233506911,0.624908652117271,10.3076309034908,0.199036790514001,0.345148008659677,0.591916179220703,0.596915954948961,20.8504829406738,-0.0254921493443444,0.0375196015218022,-0.00135306496081223,0.891716123808963,1.09406604766846,0.743369960784912,0.310109901428223,1.43238124847412,1.16161193847656,1.3297435760498,1.2534797668457,1.38761901855469,1.3492301940918,1.56717967987061,1.51340637207031,1.03362655639648,1.03556687849549,1.22333450664716,0.965121197427404,1.69467610276614,1.77361794623197,1.73051401712293,0.175465360114431
"SE-Deg",64.182,19.5565,270,"GRA","Dfc",523,-52.3517137599614,-113.894647689586,61.5429339296244,2.57836290697873,9.39947356576815,0.902916427901531,8.82949238386407,0.209691561279432,0.403204797742327,0.92237752057649,0.793380385193915,81.2222213745117,0.0207701919667425,0.0675870757697239,0.0232028754320666,0.0238959024120292,3.23831520080566,2.99692306518555,3.67706985473633,1.69912087917328,2.48923072814941,2.44102563858032,1.66549472808838,1.92710647583008,1.48234415054321,2.34219779968262,2.04175825119019,2.09743585586548,0.847713089269048,1.98492179701582,1.6904476186229,1.26179253989629,1.41574398456351,1.46633501215842,0.120493845821732
"IT-SR2",43.732022,10.29091,13,"ENF","Csa",920,-222.00947934841,-1243.52357841861,1021.5140990702,15.8001318875228,6.13717672342948,0.396637985760731,7.80952792990142,0.36363842653508,0.779128469237006,2.53584061395502,1.8197634767923,76.8300018310547,0.00833522587650188,0.543326603120507,0.00450107526892859,0.7915006487314,1.56373637914658,1.58782058954239,1.08598899841309,0.317124605178833,1.02802205085754,1.01721572875977,1.91382741928101,2.26913928985596,2.21108078956604,1.40989065170288,0.500640869140625,1.42774742841721,0.689913619558248,0.93898593552066,0.977990177417066,7.04564899146095,7.24907538937658,7.30840968884175,0.260878518180486
"CH-Dav",46.8153,9.8559,1639,"ENF","Dfc",1062,-17.3858085598854,-558.45030742096,541.064498861074,4.40516718912633,7.09208280426661,0.716998184196954,7.90296127896744,0.202076474355777,0.436143667974725,0.889368032095204,0.796840448674924,94.0256500244141,-0.0187216499856176,0.0632112779245385,-0.0179021230134226,0.0370837202607161,2.84989013671875,2.57633695602417,1.96769256591797,0.419194221496582,0.992454183101654,1.0355311870575,2.2989743232727,2.26161165237427,2.20813179016113,1.65289375782013,1.12923069000244,2.58710622787476,0.61359240584408,1.12384806261557,0.95541520268163,5.20159137689748,5.64036540115186,5.54037341453901,0.064780079182257
"DE-Akm",53.8662,13.6834,-1,"WET","Cfb",558,-46.7188718328051,-558.982556870301,512.263685037497,10.0290060789431,6.63548075662733,0.993876891831831,7.31035720303286,0.278787593821784,0.499805376169501,1.58138630668587,1.21551104006925,244,0.023768689202101,0.384713331895621,0.0372405738750775,0.178995451612285,1.62622709274292,1.40886452198029,1.82747251987457,0.868131828308105,1.30835151672363,1.44967041015625,1.60307712554932,1.59128246307373,1.64197807312012,1.69465217590332,0.942417669296265,1.5524542093277,0.633455055187105,0.92455824924444,0.943939370292947,6.24717986632078,6.65744537289511,6.80850138389467,0.138409409439614
"DE-Hte",54.2103,12.1761,0.2,"WET","Dfb",645,-155.790161942323,-412.370821690699,256.580659748376,9.82100147680125,6.8776268656682,0.809497680341758,5.51667630057803,0.295211127831552,0.589761017794885,1.7021471673642,1.19918238692797,107,0.0864056585960578,0.0165147422439629,0.12212530672937,0.000627584288928938,1.33232599496841,1.38443228602409,1.82417586445808,0.936630249023438,1.35338807106018,1.6307692527771,1.56483507156372,1.51593446731567,1.48205137252808,1.54496371746063,0.960164725780487,1.34349811077118,0.574822974832254,0.80825710875335,0.883759511404778,3.38444238255315,3.65644556002848,3.94659562299201,0.139013481469914
"DE-Hzd",50.96381,13.48978,395,"DBF","Dfb",877,164.911175149702,-444.688007166951,609.599182316653,9.88396812386157,7.49418589343772,1.12818770487068,7.84968218115446,0.316207220909361,0.714139087693842,1.88335029344554,1.20253018527933,79,-0.0580535577268482,0.0523722568389517,-0.0482218205855348,0.125369582379037,2.03311352729797,1.5216849565506,1.99736266136169,0.52175817489624,1.17846155166626,1.18732585906982,1.79611721038818,1.78293075561523,1.91091575622559,1.53333330154419,0.733846187591553,1.87399272918701,0.639106316443269,0.962432474561723,0.936632063276032,7.67059520581321,8.35168841273514,7.90969245099067,0.0554846375716172
"DE-RuC",50.5031,6.336,610,"OSH","Cfb",1250,144.496932641797,-308.67117700713,453.168109648927,8.39426269922587,6.64272112711054,0.627656800898261,6.55914895947426,0.283421043673173,0.751242787501254,1.76358718829438,1.22761489659163,79,0.0167620301518071,0.584476516666146,0.0200135136368271,0.596111594769288,1.22945053577423,0.848864459991455,1.34153842926025,0.154725313186646,0.94256420135498,0.951281929016113,1.79846134185791,1.9696704864502,1.87597103118896,1.17311363220215,0.630256509780884,1.55289380550385,0.784300812900507,0.945657089402982,0.832322682920067,4.27344074692727,4.73510499063334,4.80162939504154,0.386728079403031
"DE-RuW",50.5049269,6.33096248,610,"ENF","Cfb",1250,-477.308612212623,-1018.19905119314,540.890438980514,8.50362619535519,6.6204959685824,1.14738518767429,6.0338114373393,0.283421043673173,0.751242787501254,1.64037215218333,1.24407185324081,79,0.0262227896919204,0.185792440348358,0.0363684082157555,0.0454843626193545,1.2375824213028,0.854285717010498,1.34234428405762,0.17150182723999,0.915751075744629,0.95545768737793,1.80666656494141,1.94256420135498,1.84146575927734,1.18652009963989,0.641831541061401,1.57487182617188,0.532093448200402,0.641653396082758,0.623959340403662,5.02576196203253,5.39124354462155,5.48018043305726,0.285531524546702
"DE-SfS",47.80629,11.32757,619,"WET","Cfb",1127,-397.656239300577,-626.658628321425,229.002389020852,9.18893603395062,7.49678246488181,0.828849865329147,11.219162818992,0.260687290506878,0.588811073833238,1.41410881279991,1.21732591392455,230,0.0205909883152516,0.376690177458049,0.00880109034797576,0.646710946284407,2.72322340011597,2.30461540222168,1.98102567195892,0.462710857391357,1.245641040802,0.811648559570312,2.01978073120117,2.00161209106445,2.38022003173828,1.90139207839966,1.10021977424622,2.53875460624695,0.415704570016455,0.743794006228342,0.670972181688941,3.85151092208131,4.09362991154121,4.15057992622533,0.111598948749369
"FR-Bil",44.493652,-0.956092,39,"ENF","Cfb",960.1,-406.905726202312,-1040.6005231096,633.694796907286,14.1002856348664,5.7886917022077,0.533666979335366,9.75670791130578,0.311191159270394,0.574524937932556,1.23471418983395,1.47604681650214,62,-0.0460426417853521,0.000556909789415723,-0.00303034212766285,0.784928045951266,1.03882780075073,1.53318686485291,0.761684799194336,0.0509157180786133,0.630329513549805,0.451794624328613,1.48776512145996,1.88974361419678,1.62241764068604,0.94791202545166,0.682564067840576,1.53223452568054,0.71266827971173,0.750046324417173,0.750435804588447,4.50354603917512,4.53283846844345,4.37889447608463,0.312826349700194
"IT-TrF",45.82376,7.56089,2100,"DNF","Dfc",885,-1066.91773568178,-1086.77539837657,19.8576626947976,4.60332079989185,6.60538987539163,0.590529482219937,5.39289417959246,0.231176477620778,0.419187283432203,0.794967358162473,0.556131842293991,87.0999984741211,0.0376253750391572,0.0546669187656578,0.0679267760422256,4.83953297924177e-06,2.46043977737427,2.5272527217865,1.63948726654053,0.108205163478851,0.837435865402222,0.778021812438965,1.83538475036621,2.24556818008423,1.96937756538391,1.27706959247589,0.834871816635132,2.16600737571716,0.784908275670833,1.22178311265894,1.18903468853111,1.61923969816802,1.75948462527182,1.83998756916308,0.0142907481109348
"SE-Nor",60.0865,17.479504,58,"ENF","Dfb",586,340.224998313058,-264.612159103283,604.837157416342,7.1854612380637,7.74042637041906,0.623036401451145,6.97147137879542,0.29297650159757,0.628251313765508,1.78837498679959,1.16730381714613,68.9576568603516,-0.0357785417736638,0.181618131314724,0.00757106794497705,0.861332063721749,2.85164837837219,2.33150186538696,2.98776545524597,1.71545782089233,1.69611730575562,2.14446868896484,1.80139141082764,1.9515022277832,1.54761867523193,2.14117226600647,1.76586079597473,1.81362633705139,0.601742479066373,1.24100015309098,1.0793229450547,4.36070418920377,4.89531611706353,4.70987916356118,0.361997939725237
"SE-Svb",64.25611,19.7745,267,"ENF","Dfc",614,-113.902940413401,-440.411672550481,326.508732137081,3.38662393113742,8.9499324079805,0.546643845819432,6.19454866180049,0.254988859975355,0.570681357801184,1.52492942748832,0.896430904575299,61.3830261230469,-0.0198605531022807,0.246081849093816,-0.0129091334915076,0.514872407595274,3.35062255859375,3.05003662109375,3.6152382850647,1.93890116214752,2.45472531318665,2.48007345199585,1.86791191101074,1.809157371521,1.54263734817505,2.33003668785095,2.09692301750183,2.12043914794922,0.537706796938294,1.28407532619294,1.15676231087773,4.79202147611099,5.28368893954336,5.16368554404009,0.45468181958175
"UK-AMo",55.792545,-3.2436917,268,"WET","Cfc",960,-16.6258462619646,-340.884898422233,324.25905216027,7.88496450577755,4.76749738001939,0.65410274106955,7.01414407939767,0.398443312567709,0.614110666322815,1.24771366839385,0.935491585059964,156.634002685547,0.00208096344344729,0.901036746486288,0.00992258213830557,0.521076755689311,0.225494486093521,0.635897445678711,0.820732522010803,0.472966957092285,0.690036392211914,0.633186531066894,1.56336994171143,1.37413921356201,0.965421390533447,1.09750928878784,0.585347986221313,0.890256416797638,0.55497264802032,0.460366394659812,0.655367798723238,3.68261008077912,3.85126532596458,3.85652125106287,0.0627208496347615
"CA-Mer",45.4094,-75.5186,70,"WET","Dfb",943,-109.542264626334,-314.366633046391,204.824368420058,6.14797238591302,11.6114811283027,0.700989077581606,12.510628323156,0.271750732499803,0.481071430762829,1.18099059523543,1.0712970080022,134.958039806659,-0.0606522871871519,5.56841516253828e-06,-0.041610586144109,0.000168755317513333,3.93252754211426,3.26197814941406,3.091721534729,2.39677653312683,1.98915748596191,2.22029285430908,2.30571422576904,2.48937759399414,2.05919437408447,1.98036637306213,2.80783877372742,3.82146530151367,0.404861974429476,1.09165669486489,0.901538539371998,2.84583272586425,2.94780235259966,2.79094306014039,0.0879202060633794
"CA-TPD",42.6353,-80.5577,260,"DBF","Dfb",1036,-222.452996593877,-691.252130323024,468.799133729146,10.0473445520782,10.1394654763105,1.08534814346837,7.24882143820131,0.352956212787362,0.585328935050786,2.29530908905951,1.82361412902457,82.5454559326172,0.0163011277037725,0.367001605185224,0.0887525010568366,1.90596769855205e-05,3.44424896240234,3.23684978485107,2.74608063697815,2.03003649711609,1.69157524108887,1.80337047576904,2.28168487548828,2.48659381866455,2.22183132171631,1.92476167678833,2.27956032752991,2.8966299533844,0.751833706415817,1.81963953535271,1.64075231590262,6.20383304874663,6.71438278146137,6.89638955938155,0.064088084849091
"US-BZS",64.6963,-148.3235,100,"ENF","Dfd",274,-15.1889527552365,-215.16029745031,199.971344695075,-0.908258402449001,14.9603104663527,1.33075216753546,11.8164210134949,0.173681441022937,0.36116741949569,1.13246395408042,0.843841528044351,78,0.100742905531548,0.0044507220521721,0.0842951788463861,0.0227986131618327,3.01655616760254,1.04366302490234,3.51736259460449,1.9375825881958,1.59919428825378,1.7128942489624,2.11091556549072,2.25765581130981,1.9887179851532,0.945934009552002,3.16849880218506,2.34256362915039,0.242812029981271,0.518839505610043,0.482180671850401,4.0118271812326,4.29180557683632,4.50543212045215,0.0572317697017266
"US-Cwt",35.0592,-83.4275,690,"DBF","Dfb",1800,-40.585859573864,-706.469121346403,665.883261772538,13.2551681713002,7.25731877173192,0.449963365949602,10.7015826568887,0.428328993271222,0.728966439139061,2.61757795845929,1.4508600961571,45,-0.00194954163238641,0.963593655385825,0.0295410952019386,0.489707908202792,1.58666670322418,1.02864466905594,1.22285716533661,0.696336841583252,1.09670333862305,1.21194133758545,1.95472526550293,1.83267402648926,1.95992679595947,1.46124534606934,2.28080582618713,1.51179485321045,0.647180000000004,0.962374035101798,0.987239957489626,5.3568682400137,6.22675966004206,6.21478675679324,0.0467652497151066
"US-Rls",43.1439,-116.7356,1608,"CSH","Bsh",333,-133.430056782572,-343.151997477632,209.72194069506,8.63219631890685,9.62679690872849,0.712063551812423,8.58970970266041,0.121030572824098,0.243083500054004,0.297088581442702,0.317165639823574,16,-0.0483529622799255,0.00445084402000999,-0.0146867867602185,0.215075932823736,2.14776549339294,2.87589740753174,2.00776562690735,1.52293038368225,1.41443219184875,1.89282064437866,1.9076192855835,2.70197811126709,2.45794858932495,1.94996335506439,2.1890109539032,2.07340655326843,1.04498974522046,2.18938750100371,1.99266885955319,1.7256614377705,1.74437372729808,1.58414392895315,0.158433620542642
"US-Rws",43.1675,-116.7132,1425,"OSH","Bsk",290,-84.9014676308544,-225.554190420559,140.652722789704,9.68634846840034,9.72011227966319,0.662441671908429,9.34006272084806,0.104330328532245,0.208196061462201,0.217384287119243,0.232880044375693,14,-0.0342494253642323,0.0177664863526486,0.000763125422847914,0.937319179551028,2.15575084686279,2.90769233703613,2.01802191734314,1.55274724960327,1.39487166404724,1.93025617599487,1.95890102386475,2.72043952941895,2.48153829574585,2.01274721622467,2.22395596504211,2.10249075889587,1.12650203296356,2.39000670667654,1.92192984231015,1.59020363617373,1.66679341983801,1.56060985894526,0.159333328507378
